ID32,uTuID,strID,strName,fVal,lDPUID,iNoInDPU,selecttime,exectime,fFactor,ulYCID32,iIndex,iZF,izfTuID,izfDPUID,izfNoInDPU,izfProcessID,lFlag,iDataType,iexecret
69,6,HMI界面AVC参数设定,#10-B逆变器Q目标,0.000000,1,25109,0-0-0 0:0:0,2015-7-18 15:16:7,1.000000,242,-1,1,5,0,0,,0,0,0
70,14,HMI界面AVC参数设定,beiyong111111111111,0.000000,106,5,0-0-0 0:0:0,2015-7-18 15:16:7,1.000000,339,-1,1,5,0,0,,0,0,0
71,14,HMI界面AVC参数设定,beiyong111111111111,0.000000,106,7,0-0-0 0:0:0,2015-7-18 15:16:7,1.000000,340,-1,1,5,0,0,,0,0,0
72,14,HMI界面AVC参数设定,beiyong111111111111,0.000000,106,8,0-0-0 0:0:0,2015-7-18 15:16:7,1.000000,341,-1,1,5,0,0,,0,0,0
73,14,HMI界面AVC参数设定,beiyong111111111111,0.000000,106,10,0-0-0 0:0:0,2015-7-18 15:16:7,1.000000,342,-1,1,5,0,0,,0,0,0
74,14,HMI界面AVC参数设定,beiyong111111111111,0.000000,106,11,0-0-0 0:0:0,2015-7-18 15:16:7,1.000000,343,-1,1,5,0,0,,0,0,0
75,14,HMI界面AVC参数设定,beiyong111111111111,0.000000,106,1,0-0-0 0:0:0,2015-7-18 15:16:7,1.000000,344,-1,1,5,0,0,,0,0,0
76,14,HMI界面AVC参数设定,beiyong111111111111,0.000000,106,2,0-0-0 0:0:0,2015-7-18 15:16:7,1.000000,345,-1,1,5,0,0,,0,0,0
77,14,HMI界面AVC参数设定,beiyong111111111111,0.000000,106,4,0-0-0 0:0:0,2015-7-18 15:16:7,1.000000,346,-1,1,5,0,0,,0,0,0
78,14,HMI界面AVC参数设定,beiyong111111111111,0.000000,107,5,0-0-0 0:0:0,2015-7-18 15:16:7,1.000000,347,-1,1,5,0,0,,0,0,0
79,14,HMI界面AVC参数设定,beiyong111111111111,0.000000,107,7,0-0-0 0:0:0,2015-7-18 15:16:7,1.000000,348,-1,1,5,0,0,,0,0,0
80,14,HMI界面AVC参数设定,beiyong111111111111,0.000000,107,8,0-0-0 0:0:0,2015-7-18 15:16:7,1.000000,349,-1,1,5,0,0,,0,0,0
81,14,HMI界面AVC参数设定,beiyong111111111111,0.000000,107,10,0-0-0 0:0:0,2015-7-18 15:16:7,1.000000,350,-1,1,5,0,0,,0,0,0
82,14,HMI界面AVC参数设定,beiyong111111111111,0.000000,107,11,0-0-0 0:0:0,2015-7-18 15:16:7,1.000000,351,-1,1,5,0,0,,0,0,0
83,14,HMI界面AVC参数设定,beiyong111111111111,0.000000,107,1,0-0-0 0:0:0,2015-7-18 15:16:7,1.000000,352,-1,1,5,0,0,,0,0,0
84,14,HMI界面AVC参数设定,beiyong111111111111,0.000000,107,2,0-0-0 0:0:0,2015-7-18 15:16:7,1.000000,353,-1,1,5,0,0,,0,0,0
85,14,HMI界面AVC参数设定,beiyong111111111111,0.000000,107,4,0-0-0 0:0:0,2015-7-18 15:16:7,1.000000,354,-1,1,5,0,0,,0,0,0
86,14,HMI界面AVC参数设定,beiyong111111111111,0.000000,108,5,0-0-0 0:0:0,2015-7-18 15:16:7,1.000000,355,-1,1,5,0,0,,0,0,0
87,14,HMI界面AVC参数设定,beiyong111111111111,0.000000,108,7,0-0-0 0:0:0,2015-7-18 15:16:7,1.000000,356,-1,1,5,0,0,,0,0,0
88,14,HMI界面AVC参数设定,beiyong111111111111,0.000000,108,14,0-0-0 0:0:0,2015-7-18 15:16:7,1.000000,357,-1,1,5,0,0,,0,0,0
89,14,HMI界面AVC参数设定,beiyong111111111111,0.000000,108,25089,0-0-0 0:0:0,2015-7-18 15:16:7,1.000000,358,-1,1,5,0,0,,0,0,0
90,14,HMI界面AVC参数设定,beiyong111111111111,0.000000,108,44,0-0-0 0:0:0,2015-7-18 15:16:7,1.000000,359,-1,1,5,0,0,,0,0,0
91,14,HMI界面AVC参数设定,beiyong111111111111,0.000000,54,45,0-0-0 0:0:0,2015-7-18 15:16:7,1.000000,382,-1,1,5,0,0,,0,0,0
92,14,HMI界面AVC参数设定,beiyong111111111111,0.000000,1,46,0-0-0 0:0:0,2015-7-18 15:16:7,1.000000,379,-1,0,5,0,0,,0,0,0
93,17,HMI界面AVC参数设定,beiyong111111111111,0.000000,1,25089,0-0-0 0:0:0,2015-7-18 15:16:7,1.000000,2,-1,0,5,0,0,,0,0,0
94,17,HMI界面AVC参数设定,beiyong111111111111,0.000000,1,25090,0-0-0 0:0:0,2015-7-18 15:16:7,1.000000,61,-1,0,5,0,0,,0,0,0
95,17,HMI界面AVC参数设定,beiyong111111111111,0.000000,1,25091,0-0-0 0:0:0,2015-7-18 15:16:7,1.000000,41,-1,0,5,0,0,,0,0,0
96,18,HMI界面AVC参数设定,beiyong111111111111,0.000000,1,25089,0-0-0 0:0:0,2015-7-18 15:16:7,1.000000,2,-1,0,5,0,0,,0,0,0
97,1,AVC逆变器总无功设定,AVC逆变器总无功设定,0.000000,1,458,0-0-0 0:0:0,2015-7-18 15:16:7,1.000000,16,-1,0,5,0,0,,0,0,0
98,1,AVC逆变器群无功模拟,单元测试使用,0.000000,1,456,0-0-0 0:0:0,2015-7-18 15:16:7,1.000000,17,-1,0,5,0,0,,0,0,0
99,1,AVC调度无功设定,AVC调度无功命令转发进程占位用,0.000000,1,2,0-0-0 0:0:0,2015-7-18 15:16:7,1.000000,60,-1,0,5,0,0,,0,0,0

