ID32,uTuID,strID,strName,lDPUID,iNoInDPU,fVal,iUnit,tSnapTime,iQuality,iIndex,FormulaID32,iZfID,iType,iDataType,fRaw,fCoeff,fOffset,lFlag,fLowL,fHighL,fLowL2,fHighL2,fDeadSec,fValidLL,fValidHL,fDayMaxV,fDayMinV,fDayAveV,tDayMaxTime,tDayMinTime,iAlmClass,iAlmClass2,dvtype,dvno,lDynaFlag,iSavePeriod
45,2,I22XXSS_AI1,馈线8A相电流,1,16420,0.000000,0,2015-7-18 15:16:0,0,45,0,0,1,0,0.000000,1.000000,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117177.734375,-117177.734375,-44706.562500,2015-7-16 10:45:0,2015-7-15 21:35:0,7,6,0,0,256,1
46,2,I22XXSS_AI1,馈线备用,1,16421,0.000000,0,2015-7-18 15:16:0,0,46,0,0,1,0,0.000000,1.000000,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117177.734375,-117177.734375,88897.359375,2015-7-16 10:45:0,2015-7-15 21:35:0,7,6,0,0,256,1
47,2,I22XXSS_AI1,馈线备用,1,16422,0.000000,0,2015-7-18 15:16:0,0,47,0,0,1,0,0.000000,1.000000,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117177.734375,-117177.734375,77684.859375,2015-7-16 10:45:0,2015-7-15 21:35:0,7,6,0,0,256,1
48,2,I22XXSS_AI1,馈线备用,1,16423,0.000000,0,2015-7-18 15:16:0,0,48,0,0,1,0,0.000000,1.000000,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117177.734375,-117177.734375,67839.593750,2015-7-16 10:45:0,2015-7-15 21:35:0,7,6,0,0,256,1
49,2,I22XXSS_AI1,馈线备用,1,16424,0.000000,0,2015-7-18 15:16:0,0,49,0,0,1,0,0.000000,1.000000,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117177.734375,-117177.734375,-48075.808594,2015-7-16 10:45:0,2015-7-15 21:35:0,7,6,0,0,256,1
50,4,有功指令,有功指令,1,16385,0.000000,0,2015-7-18 15:16:0,0,50,0,0,1,0,0.000000,1.000000,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117177.734375,-117177.734375,63658.558594,2015-7-16 10:45:0,2015-7-15 21:35:0,7,6,0,0,256,1
51,4,有功上传,有功上传,1,16386,0.000000,0,2015-7-18 15:16:0,0,51,0,0,1,0,0.000000,1.000000,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117177.734375,-117177.734375,-46446.117188,2015-7-16 10:45:0,2015-7-15 21:35:0,7,6,0,0,256,1
52,4,I22XXSS_AI1,馈线备用,1,16387,0.000000,0,2015-7-18 15:16:0,0,52,0,0,1,0,0.000000,1.000000,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117177.734375,-117177.734375,-42667.929688,2015-7-16 10:45:0,2015-7-15 21:35:0,7,6,0,0,256,1
53,4,I22XXSS_AI1,馈线备用,1,16388,0.000000,0,2015-7-18 15:16:0,0,53,0,0,1,0,0.000000,1.000000,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117177.734375,-117177.734375,-20615.251953,2015-7-16 10:45:0,2015-7-15 21:35:0,7,6,0,0,256,1
54,4,I22XXSS_AI1,馈线电流,1,16389,0.000000,0,2015-7-18 15:16:0,0,54,0,0,1,0,0.000000,1.000000,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117177.734375,-117177.734375,-48368.785156,2015-7-16 10:45:0,2015-7-15 21:35:0,7,6,0,0,256,1
55,4,I22XXSS_AI1,馈线电流,1,16390,0.000000,0,2015-7-18 15:16:0,0,55,0,0,1,0,0.000000,1.000000,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117177.734375,-117177.734375,3946.043457,2015-7-16 10:45:0,2015-7-15 21:35:0,7,6,0,0,256,1
56,4,I22XXSS_AI1,馈线备用,1,16391,0.000000,0,2015-7-18 15:16:0,0,56,0,0,1,0,0.000000,1.000000,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117177.734375,-117177.734375,-12985.625977,2015-7-16 10:45:0,2015-7-15 21:35:0,7,6,0,0,256,1
57,4,I22XXSS_AI1,馈线备用,1,16392,0.000000,0,2015-7-18 15:16:0,0,57,0,0,1,0,0.000000,1.000000,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117177.734375,-117177.734375,-23709.830078,2015-7-16 10:45:0,2015-7-15 21:35:0,7,6,0,0,256,1
58,4,I22XXSS_AI1,馈线备用,1,16393,0.000000,0,2015-7-18 15:16:0,0,58,0,0,1,0,0.000000,1.000000,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117177.734375,-117177.734375,17526.781250,2015-7-16 10:45:0,2015-7-15 21:35:0,7,6,0,0,256,1
59,4,I22XXSS_AI1,馈线备用,1,16394,0.000000,0,2015-7-18 15:16:0,0,59,0,0,1,0,0.000000,1.000000,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117177.734375,-117177.734375,93053.984375,2015-7-16 10:45:0,2015-7-15 21:35:0,7,6,0,0,256,1
60,4,I22XXSS_AI1,馈线备用,1,16395,0.000000,0,2015-7-18 15:16:0,0,60,0,0,1,0,0.000000,1.000000,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117177.734375,-117177.734375,89403.976563,2015-7-16 10:45:0,2015-7-15 21:35:0,7,6,0,0,256,1
61,4,I22XXSS_AI1,馈线备用,1,16396,0.000000,0,2015-7-18 15:16:0,0,61,0,0,1,0,0.000000,1.000000,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117177.734375,-117177.734375,69768.367188,2015-7-16 10:45:0,2015-7-15 21:35:0,7,6,0,0,256,1
62,4,I22XXSS_AI1,馈线备用,1,16397,0.000000,0,2015-7-18 15:16:0,0,62,0,0,1,0,0.000000,1.000000,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117177.734375,-117177.734375,5868.708984,2015-7-16 10:45:0,2015-7-15 21:35:0,7,6,0,0,256,1
63,4,I22XXSS_AI1,馈线备用,1,16398,0.000000,0,2015-7-18 15:16:0,0,63,0,0,1,0,0.000000,1.000000,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117177.734375,-117177.734375,-90356.156250,2015-7-16 10:45:0,2015-7-15 21:35:0,7,6,0,0,256,1
64,4,I22XXSS_AI1,馈线电流,1,16399,0.000000,0,2015-7-18 15:16:0,0,64,0,0,1,0,0.000000,1.000000,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117177.734375,-117177.734375,-68926.054688,2015-7-16 10:45:0,2015-7-15 21:35:0,7,6,0,0,256,1
65,4,I22XXSS_AI1,馈线电流,1,16400,0.000000,0,2015-7-18 15:16:0,0,65,0,0,1,0,0.000000,1.000000,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117177.734375,-117177.734375,-38621.171875,2015-7-16 10:45:0,2015-7-15 21:35:0,7,6,0,0,256,1
66,4,I22XXSS_AI1,馈线备用,1,16401,0.000000,0,2015-7-18 15:16:0,0,66,0,0,1,0,0.000000,1.000000,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117177.734375,-117177.734375,8120.975586,2015-7-16 10:45:0,2015-7-15 21:35:0,7,6,0,0,256,1
67,4,I22XXSS_AI1,馈线备用,1,16402,0.000000,0,2015-7-18 15:16:0,0,67,0,0,1,0,0.000000,1.000000,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117177.734375,-117177.734375,90777.304688,2015-7-16 10:45:0,2015-7-15 21:35:0,7,6,0,0,256,1
68,4,I22XXSS_AI1,馈线备用,1,16403,0.000000,0,2015-7-18 15:16:0,0,68,0,0,1,0,0.000000,1.000000,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117177.734375,-117177.734375,-33353.679688,2015-7-16 10:45:0,2015-7-15 21:35:0,7,6,0,0,256,1
69,4,I22XXSS_AI1,馈线备用,1,16404,0.000000,0,2015-7-18 15:16:0,0,69,0,0,1,0,0.000000,1.000000,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117177.734375,-117177.734375,90081.484375,2015-7-16 10:45:0,2015-7-15 21:35:0,7,6,0,0,256,1
70,4,I22XXSS_AI1,馈线备用,1,16405,0.000000,0,2015-7-18 15:16:0,0,70,0,0,1,0,0.000000,1.000000,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117177.734375,-117177.734375,-1058.992310,2015-7-16 10:45:0,2015-7-15 21:35:0,7,6,0,0,256,1
71,4,模拟采集1,馈线备用,1,16406,0.000000,0,2015-7-18 15:16:0,0,71,0,0,1,0,0.000000,1.000000,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117177.734375,-117177.734375,-1058.992310,2015-7-16 10:45:0,2015-7-15 21:35:0,7,6,0,0,256,1
72,4,模拟采集1,馈线备用,1,16407,0.000000,0,2015-7-18 15:16:0,0,72,0,0,1,0,0.000000,1.000000,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117177.734375,-117177.734375,-1058.992310,2015-7-16 10:45:0,2015-7-15 21:35:0,7,6,0,0,256,1
73,4,模拟采集1,馈线备用,1,16408,0.000000,0,2015-7-18 15:16:0,0,73,0,0,1,0,0.000000,1.000000,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117177.734375,-117177.734375,-1058.992310,2015-7-16 10:45:0,2015-7-15 21:35:0,7,6,0,0,256,1
74,4,模拟采集1,馈线电流,1,16409,0.000000,0,2015-7-18 15:16:0,0,74,0,0,1,0,0.000000,1.000000,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117177.734375,-117177.734375,-1058.992310,2015-7-16 10:45:0,2015-7-15 21:35:0,7,6,0,0,256,1
75,4,模拟采集1,馈线电流,1,16410,0.000000,0,2015-7-18 15:16:0,0,75,0,0,1,0,0.000000,1.000000,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117177.734375,-117177.734375,-1058.992310,2015-7-16 10:45:0,2015-7-15 21:35:0,7,6,0,0,256,1
76,4,模拟采集1,馈线备用,1,16411,0.000000,0,2015-7-18 15:16:0,0,76,0,0,1,0,0.000000,1.000000,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117177.734375,-117177.734375,-1058.992310,2015-7-16 10:45:0,2015-7-15 21:35:0,7,6,0,0,256,1
77,4,模拟采集1,馈线备用,1,16412,0.000000,0,2015-7-18 15:16:0,0,77,0,0,1,0,0.000000,1.000000,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117177.734375,-117177.734375,-1058.992310,2015-7-16 10:45:0,2015-7-15 21:35:0,7,6,0,0,256,1
78,4,模拟采集1,馈线备用,1,16413,0.000000,0,2015-7-18 15:16:0,0,78,0,0,1,0,0.000000,1.000000,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117177.734375,-117177.734375,-1058.992310,2015-7-16 10:45:0,2015-7-15 21:35:0,7,6,0,0,256,1
79,4,模拟采集1,馈线备用,1,16414,0.000000,0,2015-7-18 15:16:0,0,79,0,0,1,0,0.000000,1.000000,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117177.734375,-117177.734375,-1058.992310,2015-7-16 10:45:0,2015-7-15 21:35:0,7,6,0,0,256,1
80,4,模拟采集1,馈线备用,1,16415,0.000000,0,2015-7-18 15:16:0,0,80,0,0,1,0,0.000000,1.000000,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117177.734375,-117177.734375,-1058.992310,2015-7-16 10:45:0,2015-7-15 21:35:0,7,6,0,0,256,1
